Test Accuracy: 0.2912
Total samples: 4502
Correct predictions: 1311

Model Configuration:
  Embedding size: 128
  Hidden size: 256
  Encoder layers: 3
  Decoder layers: 3
  Cell type: lstm
  Beam size: 5

source,prediction,target,correct
raadhe,राधे,राधे,True
radhe,रढ़े,राधे,False
ranapur,रनापुर,रानापुर,False
rabin,रबीन,राबिन,False
robin,रोबिन,राबिन,False
rabha,रभा,राभा,False
ramkot,रमकोत,रामकोट,False
ramkote,रमकोत,रामकोट,False
ramtek,रामतेक,रामटेक,False
rampur,रामपुर,रामपुर,True
rambharose,रंभारोस,रामभरोसे,False
rambharosey,रंभारोस,रामभरोसे,False
ramraj,रमराज,रामराज,False
raalod,रालोड,रालोद,False
ralaud,रललौद,रालोद,False
ralod,रालोड,रालोद,False
ravaley,रवाले,रावले,False
ravle,रवले,रावले,False
rasayanik,रससयानिक,रासायनिक,False
racreation,रैर्रेटिन,रिक्रिएशन,False
recreation,रिक्रेटिन,रिक्रिएशन,False
rig,रिग,रिग,True
riggs,रिग्स,रिग्स,True
rigs,रिग्स,रिग्स,True
richual,रिचुलल,रिचुअल,False
ritual,रितुलल,रिचुअल,False
reduction,रेडूक्टन,रिडक्शन,False
ripan,रिपन,रिपन,True
ripon,रिपों,रिपन,False
ria,रिया,रिया,True
riya,रिया,रिया,True
rishte,रिष्ते,रिश्ते,False
rishtey,रिष्टे,रिश्ते,False
risane,रिसने,रिसने,True
risaney,रिसने,रिसने,True
risne,रिसने,रिसने,True
rihana,रिहना,रिहाना,False
rihanna,रिहनना,रिहाना,False
regal,रेगल,रीगल,False
rigal,रिगल,रीगल,False
reasonal,रिसोनल,रीजनल,False
regional,रेगिननल,रीजनल,False
retreate,रेट्रेते,रीट्वीट,False
retweet,रेत्वीत,रीट्वीट,False
reeta,रीता,रीता,True
rita,रिता,रीता,False
rukate,रुकते,रुकते,True
rukte,रुकते,रुकते,True
ruktey,रुकते,रुकते,True
rugan,रुगन,रुग्ण,False
rugna,रुगना,रुग्ण,False
ruganta,रुगंता,रुग्णता,False
rugnata,रुगनता,रुग्णता,False
rojvelt,रोजवेलत,रुजवेल्ट,False
roojwelt,रूजवेलत,रुजवेल्ट,False
roosevelt,रूसेवेलत,रुजवेल्ट,False
rodolph,रोडोल्फ,रुडोल्फ,False
rudolf,रुडोल,रुडोल्फ,False
rudolph,रुदोल्फ,रुडोल्फ,False
roopesh,रूपेश,रुपेश,False
rupesh,रुपेश,रुपेश,True
ruby,रुबी,रुबी,True
roomani,रूमानी,रुमानी,False
rumani,रुमानी,रुमानी,True
rukavaton,रुकावतों,रूकावटों,False
root,रूत,रूट,False
route,रूते,रूट,False
rooting,रूटिंग,रूटिंग,True
routine,रूटिनन,रूटिंग,False
routing,रूटिंग,रूटिंग,True
roots,रूट्स,रूट्स,True
routes,रूटेस,रूट्स,False
roopak,रूपक,रूपक,True
rupak,रुपक,रूपक,False
roopi,रूपी,रूपी,True
rupi,रुपी,रूपी,False
rantle,रंटले,रेंटल,False
rental,रेंटाल,रेंटल,False
registan,रेगिस्तान,रेगिस्तान,True
registani,रेगिस्तानी,रेगिस्तानी,True
reja,रेजा,रेजा,True
reza,रेजा,रेजा,True
rate,रेते,रेट,False
rate,रेते,रेत,False
ret,रेट,रेत,False
refaeli,रेफालली,रेफेली,False
refeli,रेफलली,रेफेली,False
reshe,रेशे,रेशे,True
reshey,रेशे,रेशे,True
race,रेस,रेस,True
rese,रेस,रेस,True
racer,रेसर,रेसर,True
recer,रेसर,रेसर,True
racing,रैसंग,रेसिंग,False
reson,रेसों,रेसों,True
rehaana,रहहना,रेहाना,False
rehana,रेहना,रेहाना,False
racketeer,रैकेटीर,रैकेटियर,False
racketier,रैकेटीर,रैकेटियर,False
rectare,रेक्टार,रैकेटियर,False
radical,राडिकाल,रैडिकल,False
raidical,रैडिकाल,रैडिकल,False
raith,रैठ,रैथ,False
rapping,रपपपिंग,रैपिंग,False
wrapping,व्रपपपिंग,रैपिंग,False
robertsan,रोबर्ट्सन,रॉबर्टसन,False
robertson,रोबर्ट्स,रॉबर्टसन,False
robinson,रोबिनसों,रॉबिंसन,False
royals,रोयाल्स,रॉयल्स,False
rojlin,रोजलीन,रोजलिन,False
rozlyn,रोजली,रोजलिन,False
rotation,रोटतटन,रोटेशन,False
rodrigo,रोड्रिगो,रोड्रिगो,True
ronaldo,रोनललड,रोनाल्डो,False
ronit,रोनित,रोनित,True
roni,रोनी,रोनी,True
ropane,रोपने,रोपने,True
ropaney,रोपने,रोपने,True
ropne,रोपने,रोपने,True
robin,रोबिन,रोबिन,True
roya,रोया,रोया,True
rollers,रॉल्र्स,रोलर्स,False
rovan,रोवन,रोवन,True
rowan,रोवन,रोवन,True
rosario,रोसरियो,रोसारियो,False
rosariyo,रोसरियो,रोसारियो,False
raubadaar,रौबदारर,रौबदार,False
raubadar,रौबदार,रौबदार,True
raubdar,रौबदार,रौबदार,True
landara,लंदारा,लंगड़ा,False
langada,लंगादा,लंगड़ा,False
langda,लंगदा,लंगड़ा,False
langar,लंगार,लंगर,False
langaron,लंगारों,लंगरों,False
langron,लंग्रों,लंगरों,False
lambi,लांबी,लंबी,False
lakeer,लकीर,लकीर,True
lakir,लकीर,लकीर,True
lakiron,लकीरों,लकीरों,True
lakme,लकमे,लक्मे,False
lakshmidhar,लक्षमिधार,लक्ष्मीधर,False
lakshmighar,लक्ष्मिघर,लक्ष्मीधर,False
lakshy,लक्ष्य,लक्ष्य,True
lakshya,लक्ष्य,लक्ष्य,True
lakshyon,लक्ष्यों,लक्ष्यों,True
lux,लूक,लक्स,False
laksar,लक्सर,लक्सर,True
luxor,लुकोर,लक्सर,False
lakhkhi,लखखखी,लख्खी,False
lagna,लगना,लगना,True
laganewale,लगानेवले,लगनेवाले,False
lagnevaaley,लग्नेवाल,लगनेवाले,False
lagnewale,लग्नेवले,लगनेवाले,False
lagega,लगेगगा,लगेगा,False
lajjalu,लजजजलू,लज्जालु,False
latkate,लतकते,लटकाते,False
ladki,लड़की,लड़की,True
ladate,लड़ते,लड़ते,True
ladte,लड़ते,लड़ते,True
ladaai,लदाई,लड़ाई,False
ladai,लदाई,लड़ाई,False
ladaaiyon,लदाईयों,लड़ाईयों,False
ladaeyon,लदाएयों,लड़ाईयों,False
ladaiyon,लड़ायों,लड़ाईयों,False
lapetane,लपेतेने,लपेटने,False
lapetne,लपेटने,लपेटने,True
labada,लबादा,लबादा,True
lbada,लबबदा,लबादा,False
labdh,लब्ध,लब्ध,True
lbdh,लब्ध,लब्ध,True
lalak,लालक,ललक,False
lalkarata,ललकारता,ललकारता,True
lalkarta,ललकारता,ललकारता,True
lalla,ललला,लल्ला,False
lavasa,लवासा,लवासा,True
lovasa,लोवसा,लवासा,False
lassi,लससी,लस्सी,False
lahanaa,लहाना,लहना,False
lahna,लहना,लहना,True
lehna,लेहना,लहना,False
lahraee,लहराई,लहराई,True
lahrai,लहराई,लहराई,True
lehrayi,लेहायी,लहराई,False
lahalhati,लहलाहती,लहलहाती,False
lahlahaati,लहलहातिती,लहलहाती,False
lahlahati,लहलहहती,लहलहाती,False
lahsun,लहसून,लहसुन,False
lasoon,लसून,लहसुन,False
lanchar,लंचार,लांचर,False
launcher,लौंचर,लांचर,False
lycopene,लियोपनेन,लाइकोपिन,False
lime,लिमे,लाइम,False
lives,लिवेस,लाइव्स,False
live,लिवे,लाईव,False
laegi,लेगी,लाएगी,False
lagataar,लगतार,लागातार,False
lagatar,लगतार,लागातार,False
laata,लाता,लाता,True
lata,लता,लाता,False
laati,लाती,लाती,True
lati,लती,लाती,False
layega,लयेगा,लायेगा,False
lalpur,लालपुर,लालपुर,True
las,लास,लास्ट,False
last,लस्ट,लास्ट,False
lindbhed,लिंदभेद,लिंगभेद,False
lingbhed,लिंगभेड,लिंगभेद,False
lindan,लिंदन,लिंडन,False
lindn,लिंडन,लिंडन,True
lindon,लिंडों,लिंडन,False
likhakar,लिखकार,लिखकर,False
likhkar,लिखकार,लिखकर,False
ligar,लिगार,लिगर,False
liger,लिइर,लिगर,False
liberation,लिबेरेशन,लिबरेशन,False
libration,लिब्रतिन,लिबरेशन,False
liberation,लिबेरेशन,लिब्रेशन,False
libration,लिब्रतिन,लिब्रेशन,False
leaderon,लीडेरों,लीडरों,False
leedaron,लीदारों,लीडरों,False
lidaron,लिदारों,लीडरों,False
liidaron,लिइदारों,लीडरों,False
louis,लॉयस,लुईस,False
luis,लाइस,लुईस,False
ludhakate,लुधाकते,लुढ़कते,False
ludhkate,लुढ़कते,लुढ़कते,True
lurhakate,लुरहकते,लुढ़कते,False
lutf,लूट,लुत्फ,False
lumding,लमंडिंग,लुमडिंग,False
lootmaar,लूटमार,लूटमार,True
lootmar,लूटमर,लूटमार,False
landal,लंडाल,लेंडल,False
lendal,लेंडल,लेंडल,True
lega,लेगा,लेगा,True
legaa,लेगा,लेगा,True
letakar,लेटकार,लेटकर,False
letkar,लेटकर,लेटकर,True
lenevali,लेनेवाली,लेनेवाली,True
lenewali,लेनेवाली,लेनेवाली,True
label,लाबेल,लेबल,False
labeling,लाबेलिंग,लेबलिंग,False
labelling,लालेलिंग,लेबलिंग,False
labelo,लाबेलो,लेबलों,False
labelon,लाबेलों,लेबलों,False
lebalon,लेबललों,लेबलों,False
lemon,लेमों,लेमन,False
laingadan,लैंगदान,लैंगडन,False
langdon,लंग्डों,लैंगडन,False
lengdan,लेंगदान,लैंगडन,False
laigikata,लैगिकाता,लैंगिकता,False
laingikta,लैंगिकता,लैंगिकता,True
lanset,लंसेट,लैंसेट,False
lenset,लेंसेट,लैंसेट,False
lairi,लैरी,लैरी,True
lairy,लैरी,लैरी,True
larry,लारी,लैरी,False
lace,लेस,लैस,False
less,लेस्स,लैस,False
locket,लोकेट,लॉकेट,False
laundry,लौंद्री,लॉन्ड्री,False
longewal,लोंगेवल,लोंगोवाल,False
longewala,लोंगेवला,लोंगोवाल,False
longoval,लोंगोवल,लोंगोवाल,False
log,लोग,लोग,True
loge,लोगे,लोगे,True
lochdar,लोचड़र,लोचदार,False
lodi,लोडी,लोदी,False
laurence,लौरेंस,लौरेंस,True
laurens,लौरेंस,लौरेंस,True
laurense,लौरेंस,लौरेंस,True
wonder,वंडर,वंडर,True
vansh,वंश,वंश,True
vanshdhar,वंशधार,वंशधर,False
vanshavad,वंशावद,वंशवाद,False
vanshvaad,वंश्वाद,वंशवाद,False
vanshvad,वंश्वद,वंशवाद,False
wanshwad,वंश्वद,वंशवाद,False
vajood,वजजूद,वजूद,False
vajud,वाजुद,वजूद,False
wajood,वजजूद,वजूद,False
vadali,वदाली,वडाली,False
vadli,वादली,वडाली,False
wadali,वदाली,वडाली,False
vanita,वनीता,वनिता,False
vareinye,वररें,वरेण्य,False
varenya,वरेन्य,वरेण्य,False
varn,वर्ण,वर्ण,True
varna,वर्ना,वर्ण,False
varnit,वर्नित,वर्णित,False
vartamaan,वर्तमान,वर्तमान,True
vartaman,वर्तामन,वर्तमान,False
vartmaan,वर्त्मान,वर्तमान,False
vartman,वर्त्मन,वर्तमान,False
varddhaman,वर्द्धमान,वर्द्धमान,True
vardhmaan,वर्ध्मान,वर्द्धमान,False
vardhman,वर्ध्मन,वर्द्धमान,False
verbal,वर्बाल,वर्बल,False
varshan,वर्षण,वर्शन,False
vasharan,वशारण,वर्शन,False
vershan,वेर्षण,वर्शन,False
version,वर्सिन,वर्शन,False
varsaache,वरससचे,वर्साचे,False
varsaryache,वर्सर्या,वर्साचे,False
vasearche,वसीर्च,वर्साचे,False
valkan,वलकान,वल्कन,False
valkkan,वलक्कन,वल्कन,False
velkan,वेलकन,वल्कन,False
vash,वाश,वश,False
vashikaran,वशशिकरण,वशीकरण,False
vaangchuk,वांगचुक,वांगचुक,True
vangchuk,वंंचुक,वांगचुक,False
wangchuk,वंंचुक,वांगचुक,False
want,वंत,वांट,False
vije,विजे,वाइज,False
vise,विस,वाइज,False
wise,विस,वाइज,False
vatar,वतार,वाटर,False
water,वेटर,वाटर,False
watson,वत्सों,वाटसन,False
wattson,वट्टसन,वाटसन,False
vaan,वान,वाण,False
waan,वान,वाण,False
vaanon,वानों,वाणों,False
vanon,वानों,वाणों,False
wanon,वानों,वाणों,False
vatanukulan,वतानुकुलन,वातानुकूलन,False
watanukoollan,वतननुकललन,वातानुकूलन,False
vaadak,वादक,वादक,True
vadak,वादक,वादक,True
vaadiyon,वादियों,वादियों,True
vadiyon,वादियों,वादियों,True
wadiyon,वादियों,वादियों,True
vayana,वयाना,वायना,False
vayna,वायन,वायना,False
wayna,वायन,वायना,False
wireless,विरेलेस,वायरलेस,False
wirerless,वरर्ल्स,वायरलेस,False
warrior,वररियर,वारियर्स,False
warriors,वररियर्स,वारियर्स,False
valve,वलवे,वाल्व,False
wolv,वोव,वाल्व,False
vastavik,वस्ततविक,वास्तविक,False
vastvik,वस्त्विक,वास्तविक,False
vaahikayen,वाहिकाएं,वाहिकाएं,True
vahikayen,वहिकाएं,वाहिकाएं,False
wahikayan,वहिकायां,वाहिकाएं,False
winter,विंटर,विंटर,True
vincent,विंसेंट,विंसेंट,True
vikalpon,विकल्पों,विकल्पों,True
wicket,विककेट,विकेट,False
vikramjeet,विक्रमजीत,विक्रमजीत,True
vikramjit,विक्रमजित,विक्रमजीत,False
vichaarakon,विचारकों,विचारकों,True
vicharakon,विचारकों,विचारकों,True
vigyan,विज्ञान,विज्ञान,True
vigyaani,विज्ञानी,विज्ञानी,True
vigyani,विज्ञानी,विज्ञानी,True
vigyaanon,विज्ञानों,विज्ञानों,True
vigyanon,विज्ञानों,विज्ञानों,True
vitthal,वित्थाल,विट्ठल,False
viththal,विथठाल,विठ्ठल,False
vitthal,वित्थाल,विठ्ठल,False
vitark,वितर्क,वितर्क,True
vidhaaein,विधााएं,विद्याएं,False
vidyaayein,विद्याएं,विद्याएं,True
vidyaen,विद्याएं,विद्याएं,True
vidhaaon,विधााओं,विद्याओं,False
vidyaaon,विद्याओं,विद्याओं,True
vidyaon,विद्याओं,विद्याओं,True
vidhansabhaein,विधांसभाएं,विधानसभाएं,False
vidhansabhaen,विधांसभाएं,विधानसभाएं,False
vidhivat,विधििवत,विधिवत,False
vidhut,विधुत,विधुत,True
vinasht,विनाष्त,विनष्ट,False
vineet,विनीत,विनीत,True
vinit,विनित,विनीत,False
vipreetataa,विप्रीतता,विपरीतता,False
vipritata,विप्रितता,विपरीतता,False
vipra,विप्र,विप्रा,False
vipro,विप्रो,विप्रो,True
wipro,विप्रो,विप्रो,True
vibha,विभा,विभा,True
vibhajak,विभाजाक,विभाजक,False
vibhram,विभ्रम,विभ्रम,True
vibhrm,विभ्र्म,विभ्रम,False
vibram,विब्रम,विभ्रम,False
vimarsh,विमर्श,विमर्श,True
vimarsho,विमर्श,विमर्शों,False
vimarshon,विमर्शों,विमर्शों,True
virajati,विरजाती,विराजती,False
virechan,विरेचन,विरेचन,True
virodh,विरोध,विरोध,True
virodhabhasi,विरोधभासी,विरोधाभासी,False
virodhabhason,विरोधभाओं,विरोधाभासों,False
vividh,विविध,विविध,True
vivekahin,विवेकाही,विवेकहीन,False
vivekheen,विवेखीन,विवेकहीन,False
visheshan,विशेशन,विशेषण,False
visheshanon,विशेशनों,विशेषणों,False
visheshaadhikaar,विशेशाधिका,विशेषाधिकार,False
visheshadhikar,विशेशधिकर,विशेषाधिकार,False
vishwasaniy,विश्वसनीय,विश्वसनीय,True
vishwasniiya,विश्वसनिया,विश्वसनीय,False
vishwasaniyata,विश्वसनिया,विश्वसनीयता,False
vishwasniiyataa,विश्वसनिया,विश्वसनीयता,False
vishahin,विशाही,विषहीन,False
vishhin,विशीन,विषहीन,False
vishanu,विशानु,विष्णु,False
vishnu,विशनु,विष्णु,False
vlc,वेस,वीएलसी,False
weeks,वीक्स,वीक्स,True
veerchand,विर्चंड,वीरचंद,False
virchand,विर्चंड,वीरचंद,False
veeresh,वीरेश,वीरेश,True
viresh,विरेश,वीरेश,False
vritton,वृत्तों,वृत्तों,True
vruton,वृतों,वृत्तों,False
vrutton,वृत्तों,वृत्तों,True
venkataraman,वेंकारमान,वेंकटरमन,False
venkatraman,वेंकत्रम,वेंकटरमन,False
ved,वेड,वेड,True
wade,वेड,वेड,True
wed,वेड,वेड,True
wedding,वेडडिंग,वेडिंग,False
vediyon,वेडियों,वेदियों,False
vedon,वेडों,वेदों,False
venezuela,वेनेजुलला,वेनेजुएला,False
veronica,वररोनिक,वेरोनिका,False
veronika,वेरोनिका,वेरोनिका,True
weronika,वेरोनिका,वेरोनिका,True
velvet,वेलवेट,वेलवेट,True
welwet,वेलवेट,वेलवेट,True
welder,वेलडर,वेल्डर,False
weldor,वेलडडर,वेल्डर,False
welding,वेलडिंग,वेल्डिंग,False
wealth,वेल्थ,वेल्थ,True
vellur,वेल्र,वेल्लूर,False
velur,वेलूर,वेल्लूर,False
vesh,वेश,वेश,True
wasting,वस्टिंग,वेस्टिंग,False
westing,वेस्टिंग,वेस्टिंग,True
wastinghouse,वस्तिंघुस,वेस्टिंगहाउस,False
westinghouse,वेस्टिंगुस,वेस्टिंगहाउस,False
vaisley,वैसले,वेस्ले,False
vesle,वेसले,वेस्ले,False
wesle,वेसले,वेस्ले,False
vaigyaanik,वैग्ञानिक,वैज्ञानिक,False
vaigyanik,वैग्ञानिक,वैज्ञानिक,False
vegyanik,वेज्ञानिक,वैज्ञानिक,False
vaigyaanikta,वैग्ञानिता,वैज्ञानिकता,False
vaigyanikata,वैग्ञानिता,वैज्ञानिकता,False
vaigyanikta,वैग्ञनिकता,वैज्ञानिकता,False
vaitravati,वैत्रवती,वैत्रवती,True
vaitrawati,वैत्रवती,वैत्रवती,True
vaimanasy,वैमानसी,वैमनस्य,False
vaimanasya,वैमानस्य,वैमनस्य,False
vaimanya,वैमान्य,वैमनस्य,False
very,वेरी,वैरी,False
vaisaakh,वैसाख,वैशाख,False
vaishakh,वैशाख,वैशाख,True
vaishaakhi,वैशाखी,वैशाखी,True
vaishakhi,वैशाखी,वैशाखी,True
vaishnodevi,वैशनोदेवी,वैष्णोदेवी,False
vyaktigat,व्यक्तिगत,व्यक्तिगत,True
vyagr,व्यग्र,व्यग्र,True
vyagra,व्यगग्र,व्यग्र,False
vyatit,व्यतित,व्यतीत,False
vytit,वियतित,व्यतीत,False
vyabhichar,व्यभभिचार,व्यभिचार,False
vyabhichari,व्यभभिचारी,व्यभिचार,False
vyavadhan,व्यवाधान,व्यवधान,False
vyavdhan,व्यवधधन,व्यवधान,False
vyavahargat,व्यवाहर्गत,व्यवहारगत,False
vyvhargat,व्ववर्गत,व्यवहारगत,False
vyaghat,व्यागत,व्याघात,False
vyapak,व्यापक,व्यापक,True
vlad,वलाद,व्लाद,False
wlaad,वलाद,व्लाद,False
vladimir,व्लादिमिर,व्लादिमीर,False
shanghai,शंघहाई,शंघाई,False
shatpath,शत्पाठ,शतपथ,False
shanivar,शनीवार,शनिवार,False
shaniwar,शनीवार,शनिवार,False
shabana,शबाना,शबाना,True
shbana,शबबना,शबाना,False
shabdarth,शबददर्थ,शब्दार्थ,False
shamadan,शमादन,शमादान,False
shmadan,श्मदान,शमादान,False
shamitabh,शमीताभ,शमिताभ,False
shamil,शममल,शमिल,False
shmil,श्मिल,शमिल,False
sharabon,शररबों,शराबों,False
shrabon,श्रबबों,शराबों,False
shararat,शररतत,शरारत,False
shrart,श्रर्त,शरारत,False
sharmana,शर्मान,शर्माना,False
shaharwasiyon,शहर्वसियों,शहरवासियों,False
shahrvasiyon,शहर्वसियों,शहरवासियों,False
shervasiyon,शेर्वसियों,शहरवासियों,False
shahdara,शहदारा,शहादरा,False
shaantikaal,शांतिकाल,शांतिकाल,True
shantikal,शंतिकाल,शांतिकाल,False
shaao,शाओ,शाओ,True
shao,शाओ,शाओ,True
shaakir,शाकीर,शाकिर,False
shakir,शाकीर,शाकिर,False
shaakhaaen,शाखाएं,शाखाएं,True
shakhayan,शखखया,शाखाएं,False
shakhayen,शखखाएं,शाखाएं,False
shayak,शायक,शायक,True
shaavakon,शावकों,शावकों,True
shavakon,शावकों,शावकों,True
shavkon,शावकों,शावकों,True
shaasaka,शासका,शासक,False
shasak,शासक,शासक,True
sasakon,ससकों,शासकों,False
shaasakon,शासकों,शासकों,True
shasakon,शसाकों,शासकों,False
shipra,शिप्रा,शिप्रा,True
shirke,शिरके,शिर्के,False
sheershakon,शीर्षकों,शीर्षकों,True
shirshakon,शिर्शकों,शीर्षकों,False
shirshkon,शिर्शकों,शीर्षकों,False
shujaat,शुजात,शुजात,True
shujat,शुजतत,शुजात,False
shooting,शूटिंग,शुटिंग,False
shutting,शुट्टिंग,शुटिंग,False
should,शूल्ड,शुड,False
shud,शुद,शुड,False
shubhankar,शुभांकर,शुभंकर,False
shumaali,शुमाली,शुमाली,True
shumali,शुमली,शुमाली,False
shringaar,श्रिंगार,शृंगार,False
shringar,श्रिंगर,शृंगार,False
shrungar,श्रुंगर,शृंगार,False
sheling,शेलिंग,शेलिंग,True
shelling,शेललिंग,शेलिंग,False
shaili,शैली,शैली,True
shaly,शाली,शैली,False
sheli,शेली,शैली,False
shaishav,शैशाव,शैशव,False
sean,सीन,शॉन,False
shaun,शौन,शॉन,False
shawn,शावन,शॉन,False
short,शोर्ट,शोर्ट,True
sure,सूरे,श्योर,False
shrankhala,श्रांखला,श्रंखला,False
shrankhalaa,श्रांखला,श्रंखला,False
shrunkhla,श्रुंखला,श्रंखला,False
shrankhalaaon,श्रांखलाओं,श्रंखलाओं,False
shrinkhalaon,श्रिंखलाओं,श्रंखलाओं,False
shrunkhlaon,श्रुंखलाओं,श्रंखलाओं,False
shravani,श्रवानी,श्रावणी,False
shrikar,श्रिकर,श्रीकर,False
shrikhand,श्रिखंड,श्रीखंड,False
shrimati,श्रिमती,श्रीमति,False
shriram,श्रीरम,श्रीराम,False
sriram,स्रिरम,श्रीराम,False
shrotaon,श्रोताओं,श्रोताओं,True
shat,शात,षट्,False
sankhyaein,संख्याएं,संख्याएं,True
sankhyaen,संख्याएं,संख्याएं,True
sankhyayen,संख्याएं,संख्याएं,True
sanghanit,संघनातत,संघनित,False
sanghnit,संघनीत,संघनित,False
sanchayan,संचाया,संचयन,False
sanchar,संचार,संचार,True
sanchaari,संचारी,संचारी,True
sanchari,संचारी,संचारी,True
sanchalanon,संचलनों,संचालनों,False
sanchalnon,संचलनों,संचालनों,False
sanjay,संजाय,संजय,False
sanjeevan,संजीवान,संजीवन,False
sanjivan,संजीवान,संजीवन,False
santati,संतती,संतति,False
sandarbh,संदर्भ,संदर्भ,True
sandarbha,संदर्भा,संदर्भ,False
sandrbh,संद्रभ,संदर्भ,False
sandarbhon,संदर्भों,संदर्भों,True
sandrbhon,संद्भों,संदर्भों,False
sandali,संदाली,संदली,False
sandli,संदली,संदली,True
sandhan,संधन,संधान,False
samprati,संप्रती,संप्रति,False
samprti,संप्रती,संप्रति,False
samprabhu,संप्रभू,संप्रभु,False
samprbhu,संप्रभु,संप्रभु,True
samprabhuta,संप्रभूत,संप्रभुता,False
samprbhuta,संप्रभूत,संप्रभुता,False
sambit,संबित,संबित,True
sambhalane,संभालने,संभालने,True
sambhalne,संभलने,संभालने,False
sambhrant,संभरंत,संभ्रांत,False
sanbharnt,संभरंत,संभ्रांत,False
sanyog,संयोग,संयुक्त,False
sanyukt,संयुक्त,संयुक्त,True
sanyukta,सन्युक्ता,संयुक्त,False
sanyukta,सन्युक्ता,संयुक्ता,False
sanyogvash,संयोग्वाश,संयोगवश,False
sanyojan,सं्योजान,संयोजन,False
sanyojanon,सं्योजनों,संयोजनों,False
sanyojnon,सं्योजनों,संयोजनों,False
samvedikaran,संवेदीकरण,संवेदीकरण,True
sanvedikaran,संवेदीकरण,संवेदीकरण,True
samshayon,समशायों,संशयों,False
sanshayon,संशायों,संशयों,False
sanshyon,संश्यों,संशयों,False
sanskaar,संसकार,संस्कार,False
sanskar,संसकार,संस्कार,False
sanskaari,संसकारी,संस्कारी,False
sanskari,संसककरी,संस्कारी,False
sanskrit,संस्कृत,संस्कृत,True
sanskurt,संसक्र्त,संस्कृत,False
sanskritiyan,संस्कृतिय,संस्कृतियां,False
sanskrutiyan,संस्कृतिय,संस्कृतियां,False
sanskritiyon,संस्कृतियों,संस्कृतियों,True
sanskrutiyon,संस्कृतियों,संस्कृतियों,True
sanasthit,सनस्थित,संस्थित,False
sansthit,संस्थित,संस्थित,True
sanasthita,सनस्थिता,संस्थिता,False
sansthita,संस्थिता,संस्थिता,True
sakara,सकारा,सकरा,False
sakra,सक्रा,सकरा,False
sakshan,सक्षण,सक्शन,False
suction,सुक्टिन,सक्शन,False
sacchidanand,सच्चीदांदं,सच्चिदानंद,False
sachhidanand,सछिदानंदं,सच्चिदानंद,False
sachidanand,सचिदानंद,सच्चिदानंद,False
sajja,सजजा,सज्जा,False
sat,सत,सत,True
satpal,सत्पाल,सतपाल,False
satluj,सतलूलज,सतलुज,False
sataane,सताने,सताने,True
satane,सतने,सताने,False
sate,सते,सते,True
satti,सत्ती,सत्ती,True
satvat,सतवतत,सत्वत,False
sadanand,सदनांद,सदानंद,False
sapane,सपने,सपने,True
sapne,सपने,सपने,True
sapney,सपने,सपने,True
saparivaar,सपररिवार,सपरिवार,False
sapariwar,सपररिवर,सपरिवार,False
sparivar,स्परिवार,सपरिवार,False
sapaat,सपात,सपाट,False
sapat,सपतत,सपाट,False
sapate,सपते,सपाटे,False
sapatey,सपते,सपाटे,False
saptakranti,सप्तक्रंती,सप्तक्रांति,False
saptkraanti,सपत्करांती,सप्तक्रांति,False
saptapadi,सप्तपादी,सप्तपदी,False
saptpadi,सपत्पादी,सप्तपदी,False
saptari,सप्तारी,सप्तरी,False
sapramaan,सप्रमान,सप्रमाण,False
sapraman,सप्रमान,सप्रमाण,False
submit,सूबमित,सबमिट,False
sabmission,सब्मिसिन,सबमिशन,False
submission,सुब्मिसिन,सबमिशन,False
sabhaein,सभाएं,सभाएं,True
sabhaen,सभाएं,सभाएं,True
sabhayen,सभायें,सभाएं,False
sabhen,सभें,सभाएं,False
sabhasadon,सभासदों,सभासदों,True
sabhyata,सभ्यता,सभ्यता,True
samjhoonga,समझूंग,समझूंगा,False
samjhunga,समझुंग,समझूंगा,False
samjhungaa,समझुंगा,समझूंगा,False
saman,समान,समन,False
samanvayaka,समानवायक,समन्वयक,False
samanwayaka,समानवायक,समन्वयक,False
samnvyak,संंव्यक,समन्वयक,False
samaadhaan,समाधान,समाधान,True
samadhan,समाधन,समाधान,False
samadhiyon,समाधियों,समाधियों,True
samadjiyon,समद्जियों,समाधियों,False
samalakha,समलाखा,समालखा,False
samalakhaa,समलाखा,समालखा,False
samahaar,समहार,समाहार,False
samahar,समहार,समाहार,False
samitiyan,समितियां,समितियां,True
sametati,समेतती,समेटती,False
sametti,समेतती,समेटती,False
sarka,सरका,सरका,True
sarkaa,सरकाा,सरका,False
sarkarein,सर्करें,सरकारें,False
sarkaren,सर्करें,सरकारें,False
sarkaaron,सर्कारों,सरकारों,False
sarkaron,सर्करों,सरकारों,False
sargana,सर्गना,सरगना,False
sarganaon,सर्गनाओं,सरगनाओं,False
sargi,सर्गी,सरगी,False
sarguja,सर्गुजा,सरगुजा,False
sarjuga,सर्जुगा,सरगुजा,False
sarsa,सरसा,सरसा,True
sarsaa,सरसा,सरसा,True
sarahind,सराहिंड,सरहिंद,False
sarhind,सरहिंड,सरहिंद,False
sirhind,सिरहिंड,सरहिंद,False
saraaha,सराहा,सराहा,True
saraha,सराहा,सराहा,True
saraahi,सराही,सराही,True
sarahi,सराही,सराही,True
salaahkar,सलाहकार,सलाहकार,True
salahkaar,सलाहकार,सलाहकार,True
salahkar,सलाहकार,सलाहकार,True
saleeb,सलीबब,सलीब,False
salib,सालिब,सलीब,False
